Start time,ID,Matter Emotions,Life Emotions,Thought Emotions,Matter Learning,Life Learning,Thought Learning,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Race,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?
2023-09-26 18:57:52,D05-P016,8.0,4.0,6.0,6.0,5.0,3.0,8,4,2,2,8,8,4,8,4,4,6,7,7,5,1,2,4,1,1,1,1,7,Diversidade Cultural ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,Até 18 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
2023-09-26 18:29:13,D01-P014,7.0,8.0,5.0,6.0,6.0,6.0,7,7,7,7,8,7,7,7,8,3,3,5,7,1,1,1,1,1,1,3,2,7,Biodiversidade;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Cidade do Rio,
2023-09-26 18:33:53,D02-P016,8.0,8.0,8.0,8.0,8.0,8.0,8,1,4,1,8,8,8,8,1,7,7,7,7,7,1,7,7,1,7,7,7,7,Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
2023-09-26 19:35:18,D05-P018,4.0,6.0,8.0,4.0,5.0,8.0,5,2,1,1,6,8,2,7,6,2,4,2,6,5,2,1,3,6,1,1,3,3,Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
2023-09-26 19:43:28,D05-P019,7.0,8.0,8.0,7.0,6.0,8.0,8,1,3,1,8,8,5,8,4,5,6,3,7,1,1,1,6,6,7,2,1,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-09-26 20:07:59,D05-P021,8.0,8.0,8.0,8.0,8.0,8.0,6,1,1,6,6,5,1,8,8,4,1,1,2,2,1,1,1,1,1,5,5,7,Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
2023-09-26 20:21:12,D05-P023,8.0,8.0,8.0,8.0,8.0,8.0,8,1,3,1,8,8,3,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Estado do Rio,
2023-09-26 20:30:52,D01-P015,7.0,7.0,5.0,6.0,6.0,7.0,8,1,1,1,8,8,8,8,8,6,6,6,6,6,6,4,4,1,1,3,1,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Não,2,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-26 20:39:48,D04-P022,8.0,8.0,8.0,8.0,8.0,8.0,8,5,6,5,8,8,2,8,6,7,7,7,7,4,2,3,1,3,1,1,1,1,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro País,
2023-09-26 20:32:21,D03-P026,7.0,8.0,5.0,8.0,8.0,6.0,8,5,4,4,8,7,4,8,4,6,6,7,5,2,2,1,1,1,1,5,2,7,Biodiversidade;,Não,1,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-26 21:01:21,D03-P027,7.0,6.0,8.0,4.0,8.0,7.0,5,1,1,1,6,4,2,7,3,2,3,6,7,7,1,3,3,1,5,7,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
2023-09-26 20:57:52,D04-P024,6.0,4.0,8.0,6.0,6.0,6.0,5,2,2,2,7,6,2,7,2,5,6,6,6,3,2,1,1,1,6,2,1,7,Diversidade Cultural ;Biodiversidade;,Não,1,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
2023-09-26 20:59:48,D01-P028,7.0,7.0,7.0,6.0,6.0,6.0,8,2,1,1,7,7,5,8,7,5,5,5,6,6,1,1,1,1,1,1,6,6,Biodiversidade;Recursos Naturais ;Sustentabilidade;Diversidade Cultural ;,Não,1,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
2023-09-26 21:33:28,D02-P017,8.0,6.0,8.0,7.0,7.0,8.0,8,5,8,8,8,8,5,8,8,7,7,7,5,7,7,7,6,6,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Estado do Rio,"Experiencia maravilhosa, fascinante fiquei encantada  com os quatros mares  me rementeu a uma danca! Obg por apresentar sensacoes indescritiveis museu do amanha."
2023-09-26 22:04:23,D02-P018,8.0,4.0,8.0,7.0,8.0,6.0,8,4,6,6,8,8,8,8,8,7,7,7,7,5,1,1,7,7,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,2,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
2023-09-26 21:52:33,D03-P029,8.0,8.0,8.0,8.0,8.0,7.0,8,1,2,1,8,8,5,8,6,6,7,6,7,2,2,4,4,1,1,3,3,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-26 22:04:10,D05-P024,8.0,8.0,1.0,8.0,8.0,4.0,8,4,3,1,8,8,8,8,8,7,7,7,7,1,1,1,3,1,2,1,4,2,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-26 23:24:36,D04-P025,7.0,8.0,8.0,8.0,8.0,8.0,6,4,6,6,8,8,8,8,8,5,5,5,7,4,4,4,5,5,5,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-27 16:43:09,D01-P029,1.0,5.0,8.0,4.0,6.0,8.0,8,1,8,1,8,8,8,6,6,6,6,3,6,1,1,1,4,1,1,1,7,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Estado do Rio,"My Bueno Todo!!
"
2023-09-27 16:40:37,D03-P030,2.0,3.0,4.0,3.0,3.0,4.0,3,4,4,2,6,6,6,8,7,5,6,6,7,6,3,2,2,1,1,1,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,"Parabens a todos!


"
2023-09-27 16:39:45,D02-P019,8.0,8.0,8.0,8.0,7.0,8.0,8,6,1,1,8,8,2,7,4,5,7,7,7,1,1,1,2,1,1,4,2,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,
2023-09-27 16:42:26,D05-P025,4.0,3.0,4.0,4.0,4.0,4.0,4,1,1,1,4,4,2,4,1,7,4,4,7,4,1,1,1,1,1,1,4,1,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
2023-09-27 17:25:44,D05-P026,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,8,5,3,5,7,7,3,2,4,1,1,1,7,4,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Estado do Rio,Gratidao 
2023-09-27 17:14:51,D01-P031,8.0,8.0,6.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,8,7,7,7,7,2,1,1,7,7,6,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-27 17:32:03,D05-P027,7.0,7.0,8.0,7.0,8.0,8.0,8,2,1,1,7,6,6,8,6,5,5,4,7,2,1,1,1,1,1,6,5,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Até 18 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-27 17:11:05,D02-P020,7.0,8.0,8.0,6.0,7.0,8.0,7,8,8,3,8,6,5,7,5,6,7,5,7,2,1,1,1,1,1,1,3,6,Sustentabilidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro País,
2023-09-27 17:00:07,D01-P030,6.0,8.0,8.0,7.0,8.0,8.0,8,2,8,1,8,8,5,7,6,5,7,5,6,1,1,1,6,2,1,5,4,7,Recursos Naturais ;Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro País,
2023-09-27 17:49:57,D04-P027,6.0,6.0,8.0,5.0,2.0,5.0,6,2,2,2,7,7,7,8,8,2,6,5,7,1,1,1,4,1,1,7,7,7,Sustentabilidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Estado do Rio,
2023-09-27 17:56:57,D02-P021,8.0,8.0,7.0,8.0,8.0,7.0,8,4,2,2,8,8,8,8,8,5,5,5,5,3,3,2,3,2,1,1,5,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,Um Lugar fascinante que retrata o Quanto precisamos cuidar do mundo
2023-09-27 18:30:13,D01-P032,8.0,7.0,5.0,5.0,5.0,4.0,8,7,1,1,7,8,7,8,6,6,4,4,4,1,1,3,2,1,1,1,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,"O cubo 3 poderia ser desdobrado em 3. É muito apertado como está, com tanta cultura, crenças e expressões!"
2023-09-27 18:19:50,D02-P022,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,5,5,5,5,1,1,1,1,1,1,1,1,1,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,2,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Estado do Rio,
2023-09-27 18:52:25,D01-P033,8.0,8.0,6.0,5.0,8.0,4.0,8,6,6,3,8,8,7,8,8,7,7,7,7,7,1,7,7,5,4,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Foi incrivel, experienciei Coisas e sentimentos unicos. Com certeza voltarei de Novo 🧡"
2023-09-27 18:59:59,D03-P033,8.0,5.0,8.0,8.0,5.0,8.0,8,1,1,1,8,8,4,8,8,4,4,4,7,1,1,1,1,1,1,1,4,7,Diversidade Cultural ;Biodiversidade;Sustentabilidade;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Estado do Rio,
2023-09-27 19:21:49,D03-P034,7.0,7.0,7.0,6.0,6.0,6.0,8,3,1,1,7,5,1,8,4,4,1,1,7,6,1,2,3,1,1,3,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
2023-09-27 18:17:30,D04-P028,7.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,5,7,4,4,7,5,1,3,1,1,1,7,4,7,Diversidade Cultural ;,Sim,,Sim,Nenhuma,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Estado do Rio,
2023-09-27 19:04:14,D02-P023,7.0,7.0,7.0,8.0,8.0,8.0,7,1,6,1,8,7,7,7,7,5,3,5,7,1,1,1,1,1,1,1,4,7,Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;Biodiversidade;,Não,3 ou mais,Sim,Nenhuma,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
2023-09-27 19:40:19,D03-P035,8.0,5.0,7.0,8.0,5.0,7.0,6,5,5,5,7,8,6,8,8,5,6,5,6,5,5,6,4,4,5,7,4,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-27 20:04:49,D03-P036,8.0,8.0,2.0,8.0,8.0,2.0,8,8,2,1,1,8,1,1,8,7,7,7,7,1,1,1,2,1,1,1,7,3,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro País,Genial
2023-09-27 21:04:52,D03-P037,7.0,8.0,8.0,8.0,8.0,8.0,7,5,8,3,8,8,1,8,2,7,7,7,7,1,1,1,1,1,3,1,5,1,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;Sustentabilidade;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Outro,Não,,Não,Outro Estado do Brasil,
2023-09-27 20:32:30,D04-P029,5.0,7.0,7.0,6.0,6.0,5.0,7,5,4,3,7,7,5,6,4,1,1,4,7,1,1,1,1,1,1,3,5,7,Interconecao do todo;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
2023-09-27 21:12:37,D03-P038,7.0,8.0,3.0,5.0,7.0,5.0,8,4,1,5,7,7,1,7,7,6,3,5,5,3,1,1,1,1,1,7,1,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,"O ultimo cubo minhas vistas embaralharam totalmente. Primeira vez que isso acontece comigo. Esse sentimento me gerou um desconforto e sai praticamente correndo Dali. O que foi Uma Pena. Se EU que nao tenho problemas oculares tive essa reacao, imagine quem tem algum Limite."
2023-09-27 21:33:04,D04-P030,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,4,3,3,4,7,7,4,2,2,2,1,4,5,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-27 21:44:32,D01-P035,5.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,4,3,3,3,6,6,4,2,2,2,2,3,5,Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro País,
2023-09-27 21:45:40,D02-P024,8.0,4.0,8.0,4.0,2.0,8.0,8,1,1,1,8,8,3,5,3,3,3,3,2,7,4,4,5,3,2,1,1,6,Diversidade Cultural ;,Sim,,Não,Nenhuma,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-27 21:58:53,D03-P039,6.0,6.0,8.0,6.0,4.0,6.0,7,3,3,2,7,7,1,8,1,5,5,5,7,3,3,3,3,3,1,1,1,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
2023-09-27 22:19:27,D04-P031,7.0,5.0,4.0,3.0,4.0,7.0,3,5,6,3,7,3,6,8,5,2,3,3,2,3,5,3,5,5,5,3,5,3,Sustentabilidade;,Não,2,Sim,1 pessoa,Não,Talvez,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,Ok
2023-09-27 22:07:11,D01-P036,7.0,6.0,8.0,5.0,8.0,7.0,7,2,3,4,6,7,5,8,7,5,3,6,5,1,2,3,4,1,1,5,4,7,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-27 23:38:25,D03-P041,6.0,8.0,7.0,4.0,5.0,5.0,8,1,8,1,8,8,1,8,5,5,4,4,6,2,1,1,1,2,2,1,6,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,2 pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro País,
2023-09-28 16:40:07,D02-P026,7.0,7.0,8.0,7.0,7.0,7.0,7,2,2,1,6,7,1,7,1,7,7,5,6,6,3,5,3,1,3,1,3,4,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-28 16:39:55,D01-P037,8.0,4.0,8.0,8.0,5.0,7.0,8,5,3,5,8,6,4,7,2,5,7,7,7,7,1,3,4,1,2,5,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Não,3 ou mais,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Estado do Rio,
2023-09-27 23:54:19,D04-P032,7.0,8.0,8.0,8.0,8.0,8.0,8,3,2,1,8,8,6,8,5,7,6,6,7,1,1,1,1,1,1,1,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 17:18:12,D02-P027,8.0,3.0,8.0,3.0,5.0,8.0,8,8,5,5,5,6,7,8,4,5,6,3,4,7,1,6,3,5,1,7,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 17:29:31,D04-P033,1.0,4.0,5.0,3.0,3.0,4.0,4,4,4,4,4,4,4,4,4,1,3,5,4,6,4,6,1,1,1,3,2,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 17:53:48,D04-P034,8.0,7.0,8.0,6.0,7.0,6.0,8,4,7,4,8,8,8,8,5,5,7,5,7,1,1,2,1,1,1,6,5,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 17:26:50,D01-P038,3.0,5.0,7.0,3.0,6.0,6.0,8,3,1,1,4,6,4,7,3,3,2,1,6,1,1,1,1,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Sim,,Não,1 pessoa,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 17:50:16,D02-P028,4.0,6.0,6.0,5.0,5.0,6.0,5,5,6,5,6,4,4,4,5,5,6,4,3,5,6,2,1,1,1,1,1,4,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Estado do Rio,
2023-09-28 18:19:30,D01-P039,8.0,7.0,6.0,8.0,7.0,7.0,8,4,2,2,7,8,8,8,5,7,6,5,7,1,1,1,4,2,3,5,6,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 18:22:50,D02-P029,7.0,8.0,8.0,8.0,8.0,8.0,8,3,7,4,8,8,8,8,8,4,7,2,5,1,1,1,2,2,1,7,7,7,Recursos Naturais ;Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-09-28 18:17:19,D04-P035,5.0,5.0,8.0,4.0,6.0,8.0,8,1,1,2,8,8,5,8,5,4,5,3,7,1,1,1,2,1,4,7,7,7,Sustentabilidade;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,"Achei muito interessante a pesquisa, junto desse lindo museu. Com certeza eu voltarei para cá!"
2023-09-28 18:47:19,D01-P040,1.0,8.0,6.0,1.0,7.0,7.0,8,2,1,1,8,8,6,8,1,4,4,4,4,2,2,2,2,2,2,2,2,7,Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
2023-09-28 22:07:05,D05-P030,7.0,8.0,6.0,8.0,8.0,8.0,7,7,7,4,8,7,4,8,6,5,6,6,7,2,1,1,1,1,1,1,1,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 22:03:50,D02-P030,7.0,8.0,8.0,7.0,8.0,8.0,6,5,4,4,7,8,6,8,8,6,7,7,6,6,4,3,4,2,6,6,5,7,Diversidade Cultural ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Não sei / Prefiro não responder,Pardo,Não,,Sim,Estado do Rio,Ok
2023-09-28 22:05:52,D03-P042,3.0,3.0,3.0,6.0,3.0,5.0,6,1,3,1,4,4,1,3,1,3,1,2,2,3,1,1,1,1,1,1,1,2,Recursos Naturais ;,Sim,,Sim,Nenhuma,Talvez,Talvez,19-30 anos,Masculino,Branco,Não,,Não,Outro País,
